Date,Open,High,Low,Close,Volume,Adj Close
2014-04-17,3.78,3.80,3.69,3.69,31662200,3.69
2014-04-16,3.81,3.83,3.73,3.76,18173300,3.76
2014-04-15,3.74,3.82,3.72,3.79,21754300,3.79
2014-04-14,3.72,3.78,3.65,3.71,22735100,3.71
2014-04-11,3.82,3.85,3.65,3.65,34428800,3.65
2014-04-10,3.97,4.01,3.84,3.85,21364300,3.85
2014-04-09,4.01,4.02,3.95,3.98,11270300,3.98
2014-04-08,3.89,4.00,3.83,3.99,17339100,3.99
2014-04-07,3.98,3.99,3.83,3.88,24874600,3.88
2014-04-04,4.03,4.11,3.92,4.01,23427000,4.01
2014-04-03,4.07,4.10,3.97,4.00,16802300,4.00
2014-04-02,4.12,4.12,4.06,4.06,14839500,4.06
2014-04-01,4.04,4.10,4.02,4.07,18778800,4.07
2014-03-31,3.93,4.02,3.90,4.01,15386000,4.01
2014-03-28,3.93,3.97,3.87,3.88,13189200,3.88
2014-03-27,3.99,4.07,3.87,3.91,24532000,3.91
2014-03-26,4.08,4.10,4.02,4.05,14799700,4.05
2014-03-25,4.09,4.12,4.02,4.05,14517000,4.05
2014-03-24,4.05,4.14,3.98,4.05,20669500,4.05
2014-03-21,4.07,4.14,4.01,4.04,23871200,4.04
2014-03-20,3.96,4.05,3.90,4.05,23600600,4.05
2014-03-19,3.91,4.00,3.90,3.98,28516900,3.98
2014-03-18,3.82,3.91,3.81,3.89,15273700,3.89
2014-03-17,3.88,3.91,3.78,3.80,20004100,3.80
2014-03-14,3.84,3.90,3.82,3.85,18161500,3.85
2014-03-13,3.94,3.99,3.84,3.86,19803000,3.86
2014-03-12,3.86,3.93,3.85,3.91,14700500,3.91
2014-03-11,3.86,4.01,3.83,3.85,34951400,3.85
2014-03-10,4.04,4.06,3.80,3.81,42135800,3.81
2014-03-07,3.75,4.02,3.75,3.95,55435800,3.95
2014-03-06,3.72,3.75,3.71,3.73,10713000,3.73
2014-03-05,3.70,3.73,3.69,3.71,10740200,3.71
2014-03-04,3.70,3.73,3.68,3.70,10516100,3.70
2014-03-03,3.66,3.70,3.60,3.67,19555800,3.67
2014-02-28,3.73,3.77,3.70,3.71,14643200,3.71
2014-02-27,3.69,3.77,3.68,3.71,18218000,3.71
2014-02-26,3.70,3.72,3.63,3.70,13211700,3.70
2014-02-25,3.73,3.74,3.66,3.69,9173500,3.69
2014-02-24,3.71,3.73,3.70,3.71,10717900,3.71
2014-02-21,3.71,3.75,3.66,3.69,13606800,3.69
2014-02-20,3.72,3.75,3.66,3.69,13276100,3.69
2014-02-19,3.70,3.74,3.68,3.72,14175500,3.72
