Date,Open,High,Low,Close,Volume,Adj Close
2014-04-17,100.73,101.00,100.25,100.25,4545200,100.25
2014-04-16,101.00,101.12,100.49,100.83,3532700,100.83
2014-04-15,100.70,100.94,100.07,100.83,5882400,100.83
2014-04-14,99.66,100.16,99.32,100.11,6155900,100.11
2014-04-11,99.15,99.73,99.06,99.29,6553600,99.29
2014-04-10,98.55,99.85,98.16,99.43,8873000,99.43
2014-04-09,98.08,98.54,97.90,98.35,3474400,98.35
2014-04-08,96.98,98.22,96.52,98.08,5579500,98.08
2014-04-07,97.58,98.24,96.57,97.01,5994600,97.01
2014-04-04,97.77,98.42,97.39,97.87,5409000,97.87
2014-04-03,98.03,98.11,97.35,97.66,2575700,97.66
2014-04-02,98.15,98.23,97.34,97.59,3701200,97.59
2014-04-01,98.10,98.52,97.63,97.90,4494000,97.90
2014-03-31,97.44,98.45,97.30,98.03,4853300,98.03
2014-03-28,96.27,97.44,96.21,97.24,4344100,97.24
2014-03-27,95.77,96.36,95.52,96.16,3756000,96.16
2014-03-26,96.04,96.57,95.84,95.84,4127000,95.84
2014-03-25,96.44,96.49,95.83,95.91,4929800,95.91
2014-03-24,96.09,96.74,95.99,96.18,6393000,96.18
2014-03-21,97.22,97.40,95.47,95.47,12625800,95.47
2014-03-20,95.94,96.95,95.81,96.60,4242600,96.60
2014-03-19,97.27,97.29,95.78,96.10,5556900,96.10
2014-03-18,97.80,97.99,97.22,97.31,3269500,97.31
2014-03-17,98.14,98.20,97.46,97.60,5554300,97.60
2014-03-14,97.33,97.89,97.01,97.58,5510700,97.58
2014-03-13,98.90,98.90,97.01,97.37,5480200,97.37
2014-03-12,98.41,99.07,98.15,98.71,6701700,98.71
2014-03-11,95.94,98.92,95.71,98.78,16354400,98.78
2014-03-10,95.26,95.68,94.97,95.20,4388900,95.20
2014-03-07,95.74,95.79,94.97,95.50,3724000,95.50
2014-03-06,95.06,95.67,94.75,95.58,4362900,95.58
2014-03-05,95.34,95.61,94.94,95.02,3913300,95.02
2014-03-04,95.25,95.27,94.86,94.98,4655200,94.98
2014-03-03,94.24,94.80,94.00,94.32,5149300,94.32
2014-02-28,95.11,95.46,94.86,95.15,5104700,95.15
2014-02-27,95.24,95.41,94.65,95.08,4179600,95.08
2014-02-26,96.63,96.74,95.71,95.89,4265900,95.08
2014-02-25,96.46,96.72,95.89,96.62,4233600,95.80
2014-02-24,96.43,96.94,96.24,96.50,4472200,95.68
2014-02-21,96.04,97.00,96.04,96.45,5284300,95.64
2014-02-20,95.66,96.11,95.49,95.75,2975000,94.94
2014-02-19,95.78,96.66,95.46,95.55,4505500,94.74
2014-02-18,96.03,96.57,95.54,96.02,5454200,95.21
2014-02-14,95.30,95.97,95.11,95.78,3532900,94.97
2014-02-13,94.69,95.58,94.50,95.46,3617900,94.65
2014-02-12,95.44,95.67,94.79,94.89,4268900,94.09
2014-02-11,95.06,95.84,94.83,95.34,5343500,94.53
2014-02-10,95.75,95.93,94.52,94.86,6968200,94.06
2014-02-07,95.09,95.95,94.62,95.92,6591200,95.11
2014-02-06,93.87,95.19,93.69,94.94,5356900,94.14
2014-02-05,92.80,93.84,92.22,93.58,4958900,92.79
2014-02-04,92.86,93.47,92.59,93.09,6300400,92.30
2014-02-03,94.54,94.74,92.91,93.02,6904700,92.23
